id_reserva,fecha_reserva,destino,nombre_tour,tipo_tour,pax_adultos,pax_ninos,pais_origen,idioma_guia,precio_unitario,ingreso_total,duracion_horas,calificacion,metodo_pago,estado_reserva,id_guia,temporada,mes,anio,email_contacto
RES00127,2021-07-10,Tulum,Cenote Gran Cenote,Privado,1,0.0,Alemania,Ingles,1809.14,1809.14,8.3,5.0,Transferencia,Confirmada,G036,Alta,7,2021,cliente5200@icloud.com
RES03877,2023-07-03,Holbox,Avistamiento Tiburon Ballena,Grupal,15,4.0,Mexico,Ingles,1333.68,22672.56,3.2,4.1,Tarjeta debito,Completada,G018,Alta,7,2023,cliente9749@hotmail.com
RES02936,2023-10-03,Merida,Izamal + Merida,Privado,1,0.0,Australia,Portugues,1092.21,1092.21,7.8,4.7,Transferencia,Cancelada,G038,Media,10,2023,cliente9007@icloud.com
RES04452,2021-10-18,Akumal,Cenote Yalku,Grupal,7,2.0,Estados Unidos,Aleman,758.4,6067.2,9.6,4.8,Paypal,Completada,G033,Media,10,2021,
RES03532,2021-12-07,Chichen Itza,Valladolid + Chichen Itza,Privado,1,0.0,Brasil,Ingles,2246.04,2246.04,8.2,,Paypal,Confirmada,G005,Alta,12,2021,cliente5354@icloud.com
RES02731,2022-06-25,Uxmal,Uxmal + Kabah,Grupal,13,2.0,Estados Unidos,Aleman,1055.15,14772.1,8.6,4.2,Tarjeta debito,Completada,G010,Media,6,2022,cliente3537@hotmail.com
RES00828,2024-02-11,Bacalar,Laguna de los 7 Colores,Privado,2,0.0,Colombia,Ingles,1056.91,2113.82,5.5,3.2,TARJETA CREDITO,Confirmada,G021,Baja,2,2024,cliente472@gmail.com
RES01640,03-12-2024,Uxmal,Uxmal + Kabah,Privado,1,0.0,Mexico,Ingles,1683.35,1683.35,9.1,5.0,Transferencia,Completada,G018,Alta,3,2024,cliente9392@hotmail.com
RES00985,2023-11-04,Uxmal,Uxmal + Kabah,Grupal,12,2.0,Estados Unidos,Ingles,987.53,12837.89,2.9,4.2,Crypto,Completada,G035,Media,11,2023,cliente8505@hotmail.com
RES03282,2021-04-17,Merida,Izamal + Merida,Grupal,15,0.0,Estados Unidos,Ingles,867.21,13008.15,3.8,4.9,Tarjeta credito,Completada,G016,Alta,4,2021,cliente4540@outlook.com
RES02368,2021-09-14,Akumal,Snorkel Tortugas Akumal,Grupal,19,4.0,Canada,Ingles,672.69,14126.49,4.2,,,Completada,G005,Baja,9,2021,
RES02189,2023-02-18,Akumal,Cenote Yalku,Grupal,9,2.0,,Español,654.78,6547.8,4.7,4.3,Tarjeta debito,Cancelada,G017,Baja,2,2023,cliente2585@gmail.com
RES05558,2021-04-07,Chichen Itza,Valladolid + Chichen Itza,Grupal,14,6.0,Estados Unidos,Frances,1539.67,26174.39,5.0,2.9,Tarjeta debito,Completada,G009,Alta,4,2021,cliente4343@gmail.com
RES02444,2023-04-04,Playa del Carmen,Quinta Avenida + Cozumel,Grupal,20,5.0,Estados Unidos,Ingles,1036.16,23313.6,9.3,4.9,Tarjeta credito,Completada,G038,Alta,4,2023,cliente2547@hotmail.com
RES00363,2021-10-14,Bacalar,Fuerte de San Felipe,Grupal,4,0.0,Estados Unidos,Español,883.76,3535.04,9.8,4.8,Efectivo,Completada,,Media,10,2021,cliente3850@yahoo.com
RES02350,2022-10-30,Holbox,Tour Isla Holbox,Grupal,19,1.0,Canada,,1122.18,21882.51,10.0,3.2,Tarjeta debito,Completada,G022,Media,10,2022,cliente788@yahoo.com
RES00346,2021-06-06,Akumal,Cenote Yalku,Grupal,4,1.0,Italia,Español,829.99,3734.95,,3.0,Paypal,Completada,,Media,6,2021,cliente6561@yahoo.com
RES00815,2021-07-31,Uxmal,Ruta Puuc,Privado,4,2.0,Mexico,Español,1960.4,-9802.0,5.0,5.0,Tarjeta debito,Completada,G037,Alta,7,2021,cliente5609@hotmail.com
RES04808,2021-08-15,Merida,Centro Historico Merida,Grupal,4,0.0,Canada,Frances,899.68,3598.72,4.7,5.0,Tarjeta credito,Completada,G026,Alta,8,2021,cliente5767@gmail.com
RES03206,2022-04-13,Cozumel,Buceo Arrecife Palancar,Grupal,9,3.0,Estados Unidos,Ingles,1291.41,13559.81,5.0,4.2,Tarjeta debito,Completada,,Alta,4,2022,cliente5126@outlook.com
RES05008,2021-07-04,Playa del Carmen,Quinta Avenida + Cozumel,Privado,4,2.0,Brasil,Ingles,1572.62,7863.1,3.4,3.7,Efectivo,Completada,G026,Alta,7,2021,cliente3208@icloud.com
RES05786,2023-12-27,Uxmal,Uxmal + Kabah,Grupal,5,1.0,Estados Unidos,Español,1208.4,6646.2,4.8,5.0,Tarjeta credito,Completada,G013,Alta,12,2023,cliente8270@gmail.com
RES03326,2022-01-29,Uxmal,Uxmal + Kabah,Privado,3,1.0,Argentina,Español,1264.75,4426.62,10.1,4.6,Transferencia,Completada,,Baja,1,2022,cliente3996@icloud.com
RES04107,2023-03-20,Playa del Carmen,Xel-Ha,Privado,4,0.0,Alemania,Español,1548.08,6192.32,6.8,4.2,Tarjeta credito,Pendiente,G015,Alta,3,2023,cliente6193@icloud.com
RES02117,2022-08-16,Uxmal,Uxmal + Kabah,Privado,4,0.0,Estados Unidos,Español,1718.14,6872.56,4.7,4.7,Efectivo,Completada,G022,Alta,8,2022,cliente9903@icloud.com
RES01835,2021-03-23,Merida,Centro Historico Merida,Grupal,16,5.0,Mexico,Español,881.68,16311.08,8.0,,Tarjeta credito,Completada,G014,Alta,3,2021,cliente3708@yahoo.com
RES00794,2023-06-11,Tulum,Ruinas de Tulum,Grupal,17,1.0,Alemania,Portugues,1006.55,17614.62,7.4,2.7,Tarjeta debito,Completada,G036,Media,6,2023,usuario.dominio.com
RES05976,2021-12-08,Tulum,Sian Ka'an,Grupal,4,,Canada,Ingles,1179.51,5897.55,3.3,4.8,Efectivo,Completada,G032,Alta,12,2021,cliente4115@hotmail.com
RES02675,2021-10-24,Akumal,Cenote Yalku,Grupal,8,3.0,Reino Unido,Ingles,763.7,7255.15,3.5,4.3,,Completada,G025,Media,10,2021,cliente4616@hotmail.com
RES00095,2022-03-30,,Valladolid + Chichen Itza,Privado,4,0.0,Mexico,Ingles,2200.05,8800.2,5.1,4.9,Transferencia,Completada,G025,Alta,3,2022,cliente4936@gmail.com
RES04226,2023-08-27,Chichen Itza,Valladolid + Chichen Itza,Privado,1,0.0,,Aleman,2201.71,2201.71,10.3,5.0,,Pendiente,G002,Alta,8,2023,cliente6977@hotmail.com
RES03757,2023-07-23,Cancun,Snorkel Arrecife,Grupal,13,0.0,Mexico,Aleman,962.06,12506.78,8.5,4.9,Efectivo,Cancelada,G040,Alta,7,2023,cliente3062@yahoo.com
RES02892,2023-08-08,Cancun,Isla Mujeres,Grupal,17,1.0,Brasil,Español,954.2,16698.5,4.2,,Efectivo,Completada,G040,Alta,8,2023,cliente1787@gmail.com
RES02372,2023-12-01,Playa del Carmen,Quinta Avenida + Cozumel,Grupal,16,3.0,Estados Unidos,Ingles,945.83,16552.03,3.0,4.8,Paypal,Completada,G033,Alta,12,2023,
RES04995,2023-09-08,Cozumel,Snorkel El Cielo,Grupal,16,1.0,Estados Unidos,Italiano,876.06,-14454.99,3.1,2.9,Tarjeta credito,Completada,G004,Baja,9,2023,cliente102@gmail.com
RES05345,2021-03-21,Uxmal,Ruta Puuc,Privado,1,0.0,Estados Unidos,Español,1880.87,1880.87,8.3,4.9,,Completada,G026,Alta,3,2021,cliente5479@gmail.com
RES03229,2022-06-04,Holbox,Tour Isla Holbox,Grupal,6,1.0,Mexico,Ingles,1089.46,7081.49,4.4,5.0,Tarjeta debito,Completada,G038,Media,6,2022,usuario@
RES05377,2022-03-19,Chichen Itza,Valladolid + Chichen Itza,Grupal,7,3.0,Mexico,Frances,1336.7,11361.95,9.4,4.6,Tarjeta credito,Completada,G002,Alta,3,2022,cliente6188@outlook.com
RES02854,2021-10-26,Cancun,Zona Hotelera Tour,Privado,1,0.0,Alemania,Ingles,1231.79,1231.79,7.0,5.0,Paypal,Confirmada,G007,Media,10,2021,cliente235@outlook.com
RES02913,2021-02-24,Uxmal,Uxmal + Kabah,Privado,3,,Mexico,,1273.38,4456.83,3.3,4.6,Tarjeta credito,Completada,G033,Baja,2,2021,cliente1495@icloud.com
RES01866,2021-04-23,Akumal,Snorkel Tortugas Akumal,Grupal,12,1.0,Reino Unido,Ingles,971.36,12142.0,6.2,3.6,Tarjeta credito,Completada,G015,Alta,4,2021,cliente4842@gmail.com
RES04613,2022-03-27,Holbox,Punta Mosquito,Grupal,8,2.0,Colombia,Ingles,1329.18,11962.62,7.1,4.2,Transferencia,Completada,G031,Alta,3,2022,cliente2986@gmail.com
RES01858,2021-01-08,Tulum,Ruinas de Tulum,Privado,3,0.0,Mexico,Aleman,1168.55,3505.65,4.6,3.7,Crypto,Completada,G014,Baja,1,2021,cliente9239@gmail.com
RES02646,2023-12-25,Bacalar,Fuerte de San Felipe,Grupal,8,0.0,Francia,Ingles,1085.04,8680.32,4.5,,Tarjeta credito,Pendiente,G013,Alta,12,2023,cliente6886@gmail.com
RES02244,2024-03-31,Uxmal,Ruta Puuc,Grupal,15,2.0,Italia,Español,1136.57,18185.12,5.2,4.2,Transferencia,Confirmada,G011,Alta,3,2024,cliente4368@hotmail.com
RES02337,2021-08-12,Bacalar,Fuerte de San Felipe,Privado,1,0.0,Francia,Ingles,1732.79,1732.79,7.7,4.0,Tarjeta credito,Completada,G014,Alta,8,2021,cliente2012@yahoo.com
RES00951,2022-06-02,Uxmal,Ruta Puuc,Privado,3,1.0,Francia,Aleman,1387.0,4854.5,3.0,4.9,Efectivo,Cancelada,G022,Media,6,2022,cliente805@outlook.com
RES03069,2022-04-03,Holbox,Tour Isla Holbox,Privado,3,0.0,Canada,Portugues,1865.8,5597.4,,5.0,Transferencia,Completada,G015,Alta,4,2022,
RES01121,2024-02-17,Uxmal,Ruta Puuc,Grupal,6,3.0,Francia,Aleman,846.96,6352.2,7.7,4.1,,Completada,G028,Baja,2,2024,
RES02598,2021-11-12,Akumal,Cenote Yalku,Grupal,13,5.0,Mexico,Español,876.25,13581.88,2.9,4.7,Tarjeta debito,Completada,G040,Media,11,2021,cliente8187@gmail.com
RES02205,2024/02/24,Cozumel,Snorkel El Cielo,Privado,1,0.0,Mexico,Español,1533.25,1533.25,7.4,4.8,Paypal,Confirmada,G035,Baja,2,2024,cliente5269@yahoo.com
RES00420,2023-02-07,Merida,Centro Historico Merida,Grupal,20,6.0,Alemania,Frances,555.37,12773.51,5.1,3.4,Efectivo,Confirmada,G016,Baja,2,2023,cliente4645@yahoo.com
RES00923,2022-04-14,Cancun,Laguna Nichupte,Grupal,9,0.0,Estados Unidos,Español,855.51,7699.59,5.3,5.0,Efectivo,Cancelada,G021,Alta,4,2022,cliente6120@yahoo.com
RES01255,2023-06-30,Merida,Haciendas del Mayab,Grupal,19,7.0,Colombia,Español,645.43,14522.17,9.5,3.6,Transferencia,Confirmada,G035,Media,6,2023,cliente9183@icloud.com
RES00478,2021-07-06,Cancun,Isla Mujeres,Privado,1,0.0,Mexico,Frances,1316.8,1316.8,4.9,5.0,Transferencia,Confirmada,G005,Alta,7,2021,cliente3967@gmail.com
RES02036,2022-11-30,Bacalar,Laguna de los 7 Colores,Grupal,18,2.0,Estados Unidos,Español,896.18,17027.42,7.1,4.9,Efectivo,Completada,G029,Media,11,2022,cliente3575@hotmail.com
RES01203,2022-02-10,Tulum,Cenote Dos Ojos,Grupal,10,5.0,Estados Unidos,Español,808.2,10102.5,10.2,5.0,Paypal,Completada,G002,Baja,2,2022,cliente5281@yahoo.com
RES02627,2022-04-05,Cozumel,Snorkel El Cielo,Grupal,6,0.0,Brasil,Aleman,1370.21,8221.26,6.4,4.4,Tarjeta debito,Completada,G029,Alta,4,2022,cliente9039@yahoo.com
RES05811,2023-08-15,Uxmal,Uxmal + Kabah,Privado,2,1.0,Holanda,Ingles,1851.19,4627.98,3.4,5.0,Crypto,Completada,G022,Alta,8,2023,cliente7560@hotmail.com
RES01971,2023-11-08,Holbox,Tour Isla Holbox,Privado,2,1.0,Japon,Español,1647.76,4119.4,6.6,5.0,Tarjeta debito,Completada,G012,Media,11,2023,cliente7217@icloud.com
RES03111,2021-10-07,Merida,Izamal + Merida,Grupal,10,3.0,Suecia,Ingles,759.27,8731.6,7.9,3.2,Paypal,Completada,G005,Media,10,2021,cliente3799@gmail.com
RES04019,2021-10-23,Akumal,Cenote Yalku,Grupal,5,,Holanda,Ingles,783.92,4311.56,4.0,4.0,Tarjeta credito,Completada,G006,Media,10,2021,cliente9153@icloud.com
RES02152,2023-07-07,Cancun,Zona Hotelera Tour,Grupal,18,9.0,Brasil,Español,867.91,19527.97,5.6,3.3,Efectivo,Completada,G039,Alta,7,2023,cliente1852@gmail.com
RES03688,2022-10-03,Bacalar,Fuerte de San Felipe,Grupal,11,3.0,Estados Unidos,Ingles,946.1,11826.25,10.3,,Efectivo,Cancelada,G034,Media,10,2022,cliente5887@icloud.com
RES04917,2021-06-13,Holbox,Avistamiento Tiburon Ballena,Grupal,9,2.0,Francia,Aleman,974.72,9747.2,3.3,,Efectivo,Completada,G017,Media,6,2021,cliente1426@icloud.com
RES01998,2022-06-09,Tulum,Ruinas de Tulum,Privado,2,0.0,Estados Unidos,Español,1363.14,2726.28,5.7,5.0,Tarjeta credito,Completada,G030,Media,6,2022,cliente2301@hotmail.com
RES04034,2024-02-22,Tulum,Ruinas de Tulum,Privado,2,1.0,Suecia,Español,1301.9,3254.75,3.2,5.0,Crypto,Completada,,Baja,2,2024,cliente8278@icloud.com
RES05923,2023-08-14,Akumal,Cenote Yalku,Grupal,4,0.0,Estados Unidos,Español,902.79,3611.16,6.7,3.9,Tarjeta credito,Confirmada,G002,Alta,8,2023,cliente3899@gmail.com
RES03055,2023-07-26,Cozumel,Tour Isla Cozumel,Privado,1,0.0,Mexico,Español,2035.0,2035.0,3.2,4.9,Tarjeta credito,Completada,G014,Alta,7,2023,cliente8206@gmail.com
RES01249,2021-12-07,Playa del Carmen,Quinta Avenida + Cozumel,Grupal,4,1.0,Mexico,Español,989.95,4454.78,7.7,1.2,Tarjeta debito,Pendiente,G029,Alta,12,2021,cliente870@yahoo.com
RES02193,2022-11-11,Tulum,Sian Ka'an,Grupal,6,3.0,Mexico,Español,896.64,6724.8,8.4,4.8,Tarjeta debito,Completada,G032,Media,11,2022,cliente6317@icloud.com
RES02713,2023-02-12,Merida,Izamal + Merida,Privado,4,0.0,Argentina,Español,836.95,3347.8,4.4,4.3,Transferencia,Completada,G037,Baja,2,2023,cliente5917@icloud.com
RES00993,2023-08-04,Playa del Carmen,Quinta Avenida + Cozumel,Grupal,12,3.0,Canada,Italiano,961.14,12975.39,3.2,,Tarjeta credito,Completada,G028,Alta,8,2023,cliente2268@outlook.com
RES02191,2021-05-31,,Uxmal + Kabah,Privado,2,0.0,Mexico,Español,1529.05,3058.1,6.6,4.3,Tarjeta credito,Completada,,Media,5,2021,cliente1619@gmail.com
RES04671,2024-02-03,Chichen Itza,Chichen Itza + Cenote Ik Kil,Grupal,15,6.0,Estados Unidos,Ingles,938.96,16901.28,8.4,1.0,Paypal,Cancelada,G001,Baja,2,2024,cliente2236@icloud.com
RES03763,2022-01-31,Cancun,Laguna Nichupte,Privado,4,1.0,Colombia,Portugues,1010.93,4549.18,7.2,4.9,Efectivo,Completada,G003,Baja,1,2022,cliente5483@yahoo.com
RES03598,2021-10-27,Bacalar,Fuerte de San Felipe,Grupal,15,6.0,,Español,857.48,15434.64,7.8,4.3,Tarjeta credito,Completada,G031,Media,10,2021,cliente7723@outlook.com
RES04712,2021-09-10,Akumal,Snorkel Tortugas Akumal,Grupal,14,5.0,Canada,Español,672.48,11095.92,8.3,1.3,Efectivo,Completada,G008,Baja,9,2021,cliente3327@outlook.com
RES01319,2022-08-02,Chichen Itza,Chichen Itza + Cenote Ik Kil,Privado,2,0.0,Estados Unidos,Español,2113.44,4226.88,7.7,3.0,Efectivo,Completada,G018,Alta,8,2022,cliente4167@icloud.com
RES01864,2021-09-11,Akumal,Snorkel Tortugas Akumal,privado,2,1.0,Mexico,Ingles,1095.02,2737.55,10.0,4.3,,Completada,G035,Baja,9,2021,cliente904@hotmail.com
RES02344,2023-08-27,Cozumel,Buceo Arrecife Palancar,Grupal,18,5.0,Mexico,Español,1432.44,29365.02,10.2,4.8,Efectivo,Completada,G032,Alta,8,2023,cliente7578@icloud.com
RES02450,2021-06-04,Uxmal,Uxmal + Kabah,Grupal,14,3.0,Canada,Español,923.57,14315.34,2.9,4.9,Transferencia,Completada,G016,Media,6,2021,cliente6108@hotmail.com
RES02137,2023-12-14,Chichen Itza,Chichen Itza + Cenote Ik Kil,Privado,4,0.0,Mexico,Italiano,2044.29,8177.16,9.5,4.9,Efectivo,Completada,G016,Alta,12,2023,cliente6800@gmail.com
RES01066,2021-11-11,Cozumel,Tour Isla Cozumel,Privado,2,1.0,Brasil,Español,1541.53,3853.82,7.8,4.4,Tarjeta credito,Cancelada,G038,Media,11,2021,cliente8047@outlook.com
RES05991,2023-07-30,Tulum,Cenote Gran Cenote,Privado,4,0.0,Mexico,Español,1713.73,6854.92,4.7,5.0,Tarjeta credito,Confirmada,G040,Alta,7,2023,cliente9812@hotmail.com
RES04228,2021-03-14,Bacalar,Laguna de los 7 Colores,Grupal,9,4.0,Argentina,Ingles,1047.43,11521.73,,4.2,Efectivo,Completada,G022,Alta,3,2021,cliente1266@hotmail.com
RES02622,2021-12-24,Uxmal,Ruta Puuc,Privado,1,0.0,Estados Unidos,Italiano,1973.1,1973.1,9.4,3.1,Efectivo,Completada,G026,Alta,12,2021,cliente5167@hotmail.com
RES00078,2023-08-25,Bacalar,Fuerte de San Felipe,Privado,2,0.0,Suiza,Aleman,1686.18,3372.36,7.7,4.1,Transferencia,Pendiente,G020,Alta,8,2023,cliente9365@outlook.com
RES02899,2022-12-14,Uxmal,Uxmal + Kabah,Privado,4,2.0,Estados Unidos,Español,1725.25,8626.25,9.4,5.0,Tarjeta credito,Completada,G017,Alta,12,2022,cliente8331@hotmail.com
RES04821,2021-02-13,Cozumel,Buceo Arrecife Palancar,Grupal,20,1.0,Brasil,Ingles,935.87,19185.33,4.8,4.1,Tarjeta debito,Completada,G018,Baja,2,2021,cliente1287@yahoo.com
RES01315,2022-03-07,Cozumel,Snorkel El Cielo,Grupal,7,,Estados Unidos,Español,1436.53,11492.24,4.5,5.0,Tarjeta credito,Confirmada,G037,Alta,3,2022,cliente8357@icloud.com
RES05365,2021-05-14,Playa del Carmen,Xel-Ha,Privado,2,0.0,Reino Unido,Español,1345.95,2691.9,5.1,4.8,Efectivo,Pendiente,G029,Media,5,2021,cliente7151@icloud.com
RES00873,2021-02-20,Uxmal,Ruta Puuc,Grupal,4,0.0,Estados Unidos,Ingles,838.14,3352.56,7.5,4.8,Transferencia,Completada,G040,Baja,2,2021,cliente7573@outlook.com
RES03851,2021-08-24,Merida,Centro Historico Merida,Privado,3,0.0,Mexico,Español,1317.12,3951.36,6.5,,Tarjeta credito,Pendiente,G013,Alta,8,2021,cliente2725@icloud.com
RES05776,2021-04-08,Holbox,Punta Mosquito,Privado,3,1.0,Mexico,Español,1804.76,6316.66,9.8,4.6,Tarjeta credito,Confirmada,G010,Alta,4,2021,@dominio.com
RES02966,2022-05-14,Merida,Izamal + Merida,Grupal,5,2.0,Estados Unidos,Aleman,729.57,4377.42,7.1,3.9,Transferencia,Completada,G030,Media,5,2022,cliente3568@yahoo.com
RES03392,2021-04-27,Playa del Carmen,Xcaret,Grupal,7,3.0,Suecia,Ingles,1007.89,8567.07,8.3,1.7,Tarjeta debito,Pendiente,G018,Alta,4,2021,cliente7529@hotmail.com
RES02561,2023-01-06,Cancun,Isla Mujeres,Grupal,6,1.0,Canada,Aleman,647.98,4211.87,5.5,4.1,Efectivo,Completada,G021,Baja,1,2023,cliente631@yahoo.com
RES05916,2023-02-07,Uxmal,Uxmal + Kabah,Privado,1,0.0,Brasil,Español,1195.94,1195.94,5.1,4.8,,Confirmada,G007,Baja,2,2023,cliente1488@gmail.com
RES02636,2024-02-13,Cancun,Laguna Nichupte,Grupal,8,0.0,Alemania,Ingles,656.0,5248.0,7.8,4.6,Tarjeta credito,Completada,G006,Baja,2,2024,cliente9793@yahoo.com
RES03531,2021-10-09,Uxmal,Uxmal + Kabah,Grupal,15,4.0,Mexico,Frances,1087.36,18485.12,9.6,5.0,Tarjeta credito,Pendiente,G035,Media,10,2021,cliente885@hotmail.com
RES00376,2023-07-21,Cancun,Snorkel Arrecife,Privado,3,0.0,Reino Unido,Español,1317.21,3951.63,4.8,3.9,Transferencia,Completada,G012,Alta,7,2023,cliente3753@icloud.com
RES01909,2023-06-05,Tulum,Ruinas de Tulum,Grupal,11,5.0,Reino Unido,Español,954.38,12884.13,5.2,,Efectivo,Completada,G001,Media,6,2023,cliente9719@hotmail.com
RES04430,2021-09-30,Cozumel,Buceo Arrecife Palancar,Grupal,15,0.0,Mexico,Español,884.17,13262.55,9.0,3.3,Transferencia,Completada,,Baja,9,2021,cliente3074@gmail.com
RES05214,2022-06-15,Merida,Izamal + Merida,Privado,4,2.0,España,Italiano,1148.56,5742.8,8.3,3.6,Transferencia,Cancelada,G002,Media,6,2022,
RES05272,2021-05-07,Bacalar,Fuerte de San Felipe,Privado,1,0.0,Colombia,Español,1357.13,1357.13,7.6,5.0,Efectivo,Completada,G003,Media,5,2021,cliente6515@hotmail.com
RES04028,2023-03-30,Tulum,Ruinas de Tulum,GRUPAL,15,3.0,Mexico,Frances,1192.7,19679.55,4.2,4.6,Efectivo,Completada,G039,Alta,3,2023,cliente4553@outlook.com
RES01605,2021-04-05,Merida,Izamal + Merida,Grupal,14,4.0,Japon,Español,806.3,12900.8,3.7,5.0,Paypal,Completada,G009,Alta,4,2021,cliente5853@icloud.com
RES01119,2022-03-17,Cozumel,Tour Isla Cozumel,Grupal,17,5.0,Estados Unidos,Español,1226.51,23916.94,8.4,4.7,Efectivo,Completada,,Alta,3,2022,
RES03678,2022-08-26,Playa del Carmen,Xel-Ha,Privado,4,2.0,Italia,Ingles,1438.21,7191.05,3.0,5.0,Paypal,Completada,G035,Alta,8,2022,cliente2553@icloud.com
RES03491,2022-07-08,Bacalar,Laguna de los 7 Colores,Grupal,4,0.0,Estados Unidos,Ingles,1035.75,4143.0,9.7,,Tarjeta debito,Completada,G039,Alta,7,2022,cliente8411@gmail.com
RES05875,2022-03-14,Cozumel,Snorkel El Cielo,Grupal,-17,4.0,Francia,,1330.79,25285.01,,2.7,Tarjeta debito,Completada,G015,Alta,3,2022,cliente6092@icloud.com
RES02959,2022-09-11,Cancun,Zona Hotelera Tour,Grupal,18,0.0,,Español,589.62,10613.16,10.2,2.9,Efectivo,Confirmada,G020,Baja,9,2022,cliente8582@hotmail.com
RES01995,2022-04-19,Tulum,Sian Ka'an,Grupal,18,,Estados Unidos,Español,1205.02,24702.91,4.1,2.9,Efectivo,Confirmada,G024,Alta,4,2022,cliente6696@outlook.com
RES05986,2022-10-24,Tulum,Sian Ka'an,Grupal,4,0.0,Suecia,Español,1026.48,4105.92,4.1,4.2,Tarjeta credito,Cancelada,G022,Media,10,2022,cliente6188@gmail.com
RES05588,2021-06-02,Bacalar,Laguna de los 7 Colores,Grupal,15,3.0,Reino Unido,Español,947.1,15627.15,9.9,4.2,Tarjeta credito,Completada,,Media,6,2021,cliente8569@outlook.com
RES02377,2021-07-06,Playa del Carmen,Quinta Avenida + Cozumel,Privado,1,0.0,Francia,Español,1490.9,1490.9,,4.9,Tarjeta credito,Completada,G036,Alta,7,2021,cliente9571@outlook.com
RES01343,2021-05-17,Akumal,Cenote Yalku,Privado,4,1.0,Francia,Portugues,1224.81,5511.64,9.1,5.0,,Completada,G012,Media,5,2021,cliente5934@outlook.com
RES00321,2023-06-21,Holbox,Tour Isla Holbox,Grupal,14,6.0,Mexico,Ingles,1072.85,18238.45,8.9,5.0,Paypal,Completada,,Media,6,2023,cliente5041@yahoo.com
RES01620,2021-04-09,Tulum,Cenote Gran Cenote,Privado,2,1.0,Estados Unidos,Ingles,1701.97,4254.93,9.6,5.0,Crypto,Confirmada,G009,Alta,4,2021,cliente8097@icloud.com
RES03714,2022-02-18,Playa del Carmen,Quinta Avenida + Cozumel,Grupal,15,1.0,Canada,Español,763.16,11828.98,5.0,5.0,Tarjeta debito,Pendiente,G023,Baja,2,2022,cliente5752@hotmail.com
RES02061,2024-02-17,Uxmal,Uxmal + Kabah,Privado,3,1.0,Canada,Ingles,1237.71,4331.99,,5.0,Tarjeta debito,Completada,G037,Baja,2,2024,
RES02220,2022-06-20,Chichen Itza,Valladolid + Chichen Itza,Grupal,6,3.0,Canada,Ingles,1309.37,9820.27,9.3,5.0,Paypal,Pendiente,G031,Media,6,2022,cliente8714@hotmail.com
RES01674,2024-03-17,Bacalar,Kayak Canales,Privado,2,1.0,Reino Unido,Español,1537.45,3843.62,9.1,3.4,Tarjeta credito,Completada,G012,Alta,3,2024,
RES00261,2023-10-26,Tulum,Cenote Dos Ojos,Grupal,5,0.0,Mexico,Español,930.22,4651.1,6.7,5.0,Efectivo,Confirmada,G007,Media,10,2023,cliente7762@outlook.com
RES05560,2024-03-29,Chichen Itza,Valladolid + Chichen Itza,Privado,4,2.0,Brasil,Ingles,2191.57,10957.85,6.9,,Tarjeta debito,Pendiente,G031,Alta,3,2024,cliente820@icloud.com
RES02040,2022-11-21,Playa del Carmen,Quinta Avenida + Cozumel,Grupal,14,1.0,Canada,Español,784.29,11372.2,9.2,5.0,Tarjeta credito,Completada,G010,Media,11,2022,cliente7695@outlook.com
RES04786,2023-08-17,Playa del Carmen,Xcaret,GRUPAL,17,2.0,Estados Unidos,Ingles,1098.1,19765.8,3.0,5.0,Tarjeta credito,Completada,G011,Alta,8,2023,usuario.dominio.com
RES00902,2021-04-23,Tulum,Cenote Gran Cenote,Privado,2,0.0,Argentina,Ingles,1705.47,3410.94,7.2,5.0,Efectivo,Cancelada,G024,Alta,4,2021,cliente3006@icloud.com
RES03745,2022-05-11,Cancun,Laguna Nichupte,Privado,3,0.0,Australia,Ingles,1223.02,3669.06,5.2,5.0,Tarjeta credito,Completada,G021,Media,5,2022,cliente5153@yahoo.com
RES02027,2021-07-27,Bacalar,Fuerte de San Felipe,Grupal,5,0.0,Mexico,Español,1185.2,5926.0,6.5,5.0,Tarjeta credito,Completada,G014,Alta,7,2021,cliente5616@hotmail.com
RES04235,2022-09-11,Chichen Itza,Valladolid + Chichen Itza,Grupal,13,1.0,Italia,Español,1111.5,15005.25,10.5,3.8,Efectivo,Completada,G009,Baja,9,2022,cliente6859@gmail.com
RES01918,2023-07-18,Tulum,Sian Ka'an,Grupal,12,3.0,Canada,Español,1174.0,15849.0,6.9,4.1,Tarjeta credito,Completada,G001,Alta,7,2023,cliente8912@yahoo.com
RES01829,2021-10-04,Chichen Itza,Valladolid + Chichen Itza,Grupal,14,7.0,Alemania,Ingles,1197.17,20950.48,3.7,4.3,Efectivo,Pendiente,G006,Media,10,2021,cliente3224@yahoo.com
RES01574,2022-03-03,Chichen Itza,Chichen Itza + Cenote Ik Kil,Grupal,13,4.0,Francia,Español,1578.72,23680.8,7.1,4.8,Crypto,Completada,G016,Alta,3,2022,cliente6285@gmail.com
RES04416,2023-09-04,Playa del Carmen,Xcaret,Grupal,7,2.0,Mexico,Portugues,688.42,5507.36,8.1,2.0,Tarjeta debito,Confirmada,G019,Baja,9,2023,cliente9960@yahoo.com
RES04750,2021-05-29,Playa del Carmen,Xel-Ha,Privado,4,0.0,Estados Unidos,Ingles,1207.6,4830.4,3.1,1.0,Tarjeta credito,Completada,G013,Media,5,2021,cliente2078@yahoo.com
